service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description,Country,Region,Day_nbr,Day_name,weekend,Day,Month,Year,Hour,Periods per day,Season,Revenue_Level,Weeks
46293,1,"Hughes, Moody and Ro",3,1/7/2023,23:25:29,900,2700,EM,Advisory,Legal Consultation,United Kingdom,Europe,01,Monday,No,Monday - 01,July,2023,23,Night,Summer,Medium,Week 1
46294,8,Scott-Mcconnell,1,2/2/2023,22:43:17,1500,1500,EM,Legal,Legal Consultation,United Kingdom,Europe,02,Tuesday,No,Tuesday - 02,February,2023,22,Night,Winter,Low,Week 1
46299,3,Simmons-Snyder,4,24/01/2023,9:47:31,1200,4800,EM,Management,Market Analysis,United Kingdom,Europe,24,Wednesday,No,Wednesday - 24,January,2023,9,Morning,Winter,High,Week 4
46304,4,Woodard Group,5,19/04/2023,20:32:23,900,4500,EM,Tax,Annual Tax Filing,United Kingdom,Europe,19,Friday,No,Friday - 19,April,2023,20,Evening,Spring,High,Week 3
46312,6,Sanchez PLC,3,13/10/2023,4:35:48,1500,4500,EM,Audit,Strategy Consulting,United Kingdom,Europe,13,Saturday,Weekend,Saturday - 13,October,2023,4,Midnight and After,Autumn,High,Week 2
46321,6,Scott Group,1,12/5/2023,19:25:54,900,900,EM,Management,Strategy Consulting,United Kingdom,Europe,12,Friday,No,Friday - 12,May,2023,19,Evening,Spring,Low,Week 2
46322,8,Gonzales-Lowe,7,3/10/2023,5:22:03,300,2100,EM,Tax,Market Analysis,United Kingdom,Europe,03,Wednesday,No,Wednesday - 03,October,2023,5,Midnight and After,Autumn,Medium,Week 1
46324,5,"Gomez, Meyer and Jua",8,21/03/2023,19:02:35,1200,9600,EM,Tax,Annual Tax Filing,United Kingdom,Europe,21,Sunday,Weekend,Sunday - 21,March,2023,19,Evening,Spring,High,Week 3
46327,8,Harrison Ltd,5,25/01/2023,19:38:59,900,4500,EM,Advisory,Legal Consultation,United Kingdom,Europe,25,Thursday,No,Thursday - 25,January,2023,19,Evening,Winter,High,Week 4
46329,9,"Bender, Berger and D",8,30/04/2023,7:01:45,1500,12000,EM,Audit,Annual Tax Filing,United Kingdom,Europe,30,Tuesday,No,Tuesday - 30,April,2023,7,Morning,Spring,High,Week 4
46335,5,"Cole, Miller and Alv",8,18/03/2023,20:48:42,1500,12000,EM,Management,Strategy Consulting,United Kingdom,Europe,18,Thursday,No,Thursday - 18,March,2023,20,Evening,Spring,High,Week 3
46336,5,Contreras and Sons,2,14/07/2023,13:03:27,1500,3000,EM,Tax,Annual Tax Filing,United Kingdom,Europe,14,Sunday,Weekend,Sunday - 14,July,2023,13,Midday/Noon,Summer,Medium,Week 2
46337,9,"Solomon, Conner and ",7,21/12/2023,11:52:44,1200,8400,EM,Tax,Market Analysis,United Kingdom,Europe,21,Sunday,Weekend,Sunday - 21,December,2023,11,Morning,Winter,High,Week 3
46338,9,Jones Ltd,2,21/07/2023,2:07:40,1500,3000,EM,Audit,Strategy Consulting,United Kingdom,Europe,21,Sunday,Weekend,Sunday - 21,July,2023,2,Midnight and After,Summer,Medium,Week 3
46339,4,Peterson-Beck,2,4/3/2023,23:03:41,900,1800,EM,Advisory,Strategy Consulting,United Kingdom,Europe,04,Thursday,No,Thursday - 04,March,2023,23,Night,Spring,Medium,Week 1
46341,5,"Stanley, Young and W",1,21/08/2023,8:32:02,1500,1500,EM,Legal,Annual Tax Filing,United Kingdom,Europe,21,Sunday,Weekend,Sunday - 21,August,2023,8,Morning,Summer,Low,Week 3
46343,2,Simmons LLC,1,19/09/2023,10:30:24,600,600,EM,Management,Market Analysis,United Kingdom,Europe,19,Friday,No,Friday - 19,September,2023,10,Morning,Autumn,Low,Week 3
46344,4,"Rodriguez, Mathis an",7,6/5/2023,17:53:13,1500,10500,EM,Audit,Quarterly Review,United Kingdom,Europe,06,Saturday,Weekend,Saturday - 06,May,2023,17,Afternoon,Spring,High,Week 1
46350,4,"Walton, Henry and Be",8,25/12/2023,7:09:16,300,2400,EM,Advisory,Annual Tax Filing,United Kingdom,Europe,25,Thursday,No,Thursday - 25,December,2023,7,Morning,Winter,Medium,Week 4
46354,1,Pittman-Hernandez,1,29/04/2023,8:45:28,1500,1500,EM,Tax,Quarterly Review,United Kingdom,Europe,29,Monday,No,Monday - 29,April,2023,8,Morning,Spring,Low,Week 4
46360,4,Barajas-Barnes,3,28/01/2023,12:45:30,300,900,EM,Management,Annual Tax Filing,United Kingdom,Europe,28,Sunday,Weekend,Sunday - 28,January,2023,12,Midday/Noon,Winter,Low,Week 4
46370,2,Jordan and Sons,8,3/5/2023,10:15:33,1500,12000,EM,Legal,Annual Tax Filing,United Kingdom,Europe,03,Wednesday,No,Wednesday - 03,May,2023,10,Morning,Spring,High,Week 1
46372,1,Rogers Inc,4,16/01/2023,23:14:32,300,1200,EM,Audit,Quarterly Review,United Kingdom,Europe,16,Tuesday,No,Tuesday - 16,January,2023,23,Night,Winter,Low,Week 3
46373,1,Harrell-Hernandez,4,20/08/2023,6:46:01,1500,6000,EM,Legal,Market Analysis,United Kingdom,Europe,20,Saturday,Weekend,Saturday - 20,August,2023,6,Morning,Summer,High,Week 3
46378,9,Powers-Martin,7,21/11/2023,6:04:31,600,4200,EM,Audit,Strategy Consulting,United Kingdom,Europe,21,Sunday,Weekend,Sunday - 21,November,2023,6,Morning,Autumn,High,Week 3
46382,1,"Smith, Ramos and Dix",2,3/6/2023,11:14:06,1200,2400,EM,Tax,Annual Tax Filing,United Kingdom,Europe,03,Wednesday,No,Wednesday - 03,June,2023,11,Morning,Summer,Medium,Week 1
46383,6,Yoder Ltd,8,18/02/2023,16:09:13,1200,9600,EM,Legal,Strategy Consulting,United Kingdom,Europe,18,Thursday,No,Thursday - 18,February,2023,16,Afternoon,Winter,High,Week 3
46386,3,"Butler, Copeland and",4,14/02/2023,0:58:45,1500,6000,EM,Legal,Strategy Consulting,United Kingdom,Europe,14,Sunday,Weekend,Sunday - 14,February,2023,0,Midnight and After,Winter,High,Week 2
46387,3,"Richards, Robinson a",4,4/8/2023,12:57:22,900,3600,EM,Legal,Market Analysis,United Kingdom,Europe,04,Thursday,No,Thursday - 04,August,2023,12,Midday/Noon,Summer,High,Week 1
46388,7,Galloway Group,7,6/8/2023,21:05:15,1500,10500,EM,Tax,Legal Consultation,United Kingdom,Europe,06,Saturday,Weekend,Saturday - 06,August,2023,21,Night,Summer,High,Week 1
46397,1,"Ramsey, Smith and Fr",6,23/12/2023,8:42:12,1200,7200,EM,Audit,Quarterly Review,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,December,2023,8,Morning,Winter,High,Week 4
46400,3,Anderson-Shaffer,8,12/6/2023,7:16:13,1500,12000,EM,Management,Strategy Consulting,United Kingdom,Europe,12,Friday,No,Friday - 12,June,2023,7,Morning,Summer,High,Week 2
46401,5,Matthews Ltd,3,26/01/2023,12:08:15,300,900,EM,Tax,Market Analysis,United Kingdom,Europe,26,Friday,No,Friday - 26,January,2023,12,Midday/Noon,Winter,Low,Week 4
46402,5,Morrison Inc,8,31/10/2023,22:28:05,600,4800,EM,Advisory,Strategy Consulting,United Kingdom,Europe,31,Wednesday,No,Wednesday - 31,October,2023,22,Night,Autumn,High,Week 4
46403,2,Bishop LLC,7,3/11/2023,19:49:04,1200,8400,EM,Management,Legal Consultation,United Kingdom,Europe,03,Wednesday,No,Wednesday - 03,November,2023,19,Evening,Autumn,High,Week 1
46406,3,Prince-Adams,4,23/01/2023,5:19:16,600,2400,EM,Legal,Market Analysis,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,January,2023,5,Midnight and After,Winter,Medium,Week 4
46410,9,Russell and Sons,1,14/06/2023,1:53:26,900,900,EM,Audit,Market Analysis,United Kingdom,Europe,14,Sunday,Weekend,Sunday - 14,June,2023,1,Midnight and After,Summer,Low,Week 2
46414,5,"Anderson, Henderson ",3,19/11/2023,17:35:17,600,1800,EM,Tax,Quarterly Review,United Kingdom,Europe,19,Friday,No,Friday - 19,November,2023,17,Afternoon,Autumn,Medium,Week 3
46417,7,"Ross, Williams and G",5,5/5/2023,9:58:41,900,4500,EM,Audit,Market Analysis,United Kingdom,Europe,05,Friday,No,Friday - 05,May,2023,9,Morning,Spring,High,Week 1
46418,9,Pham-Walker,6,24/11/2023,21:50:10,1500,9000,EM,Advisory,Quarterly Review,United Kingdom,Europe,24,Wednesday,No,Wednesday - 24,November,2023,21,Night,Autumn,High,Week 4
46420,5,Hogan-Hardy,5,23/04/2023,10:51:19,1500,7500,EM,Management,Strategy Consulting,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,April,2023,10,Morning,Spring,High,Week 4
46424,6,"Bryant, Watson and S",2,23/07/2023,3:42:39,1500,3000,EM,Audit,Strategy Consulting,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,July,2023,3,Midnight and After,Summer,Medium,Week 4
46430,4,"Bryant, Michael and ",8,31/08/2023,8:56:26,600,4800,EM,Audit,Legal Consultation,United Kingdom,Europe,31,Wednesday,No,Wednesday - 31,August,2023,8,Morning,Summer,High,Week 4
46438,2,Shaw-Lee,2,5/7/2023,12:32:27,1500,3000,EM,Advisory,Quarterly Review,United Kingdom,Europe,05,Friday,No,Friday - 05,July,2023,12,Midday/Noon,Summer,Medium,Week 1
46442,1,"Todd, Rose and Calho",5,25/07/2023,12:14:24,900,4500,EM,Audit,Strategy Consulting,United Kingdom,Europe,25,Thursday,No,Thursday - 25,July,2023,12,Midday/Noon,Summer,High,Week 4
46447,8,Mueller-Reed,4,28/06/2023,10:42:08,600,2400,EM,Management,Legal Consultation,United Kingdom,Europe,28,Sunday,Weekend,Sunday - 28,June,2023,10,Morning,Summer,Medium,Week 4
46451,7,"Gomez, Coffey and Wi",6,28/08/2023,21:21:53,1200,7200,EM,Management,Legal Consultation,United Kingdom,Europe,28,Sunday,Weekend,Sunday - 28,August,2023,21,Night,Summer,High,Week 4
46456,3,Hernandez PLC,5,23/12/2023,13:17:30,1500,7500,EM,Audit,Market Analysis,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,December,2023,13,Midday/Noon,Winter,High,Week 4
46457,3,Green PLC,8,28/06/2023,10:35:02,600,4800,EM,Advisory,Annual Tax Filing,United Kingdom,Europe,28,Sunday,Weekend,Sunday - 28,June,2023,10,Morning,Summer,High,Week 4
46458,7,"Reyes, Cox and Smith",1,28/04/2023,5:46:29,900,900,EM,Management,Strategy Consulting,United Kingdom,Europe,28,Sunday,Weekend,Sunday - 28,April,2023,5,Midnight and After,Spring,Low,Week 4
46463,3,"Chan, Garner and Cha",3,3/6/2023,14:58:38,300,900,EM,Legal,Annual Tax Filing,United Kingdom,Europe,03,Wednesday,No,Wednesday - 03,June,2023,14,Afternoon,Summer,Low,Week 1
46464,2,"Smith, Hodges and Yo",8,2/2/2023,16:08:22,1200,9600,EM,Management,Market Analysis,United Kingdom,Europe,02,Tuesday,No,Tuesday - 02,February,2023,16,Afternoon,Winter,High,Week 1
46468,7,Harvey-Hanson,2,20/02/2023,15:13:14,900,1800,EM,Audit,Strategy Consulting,United Kingdom,Europe,20,Saturday,Weekend,Saturday - 20,February,2023,15,Afternoon,Winter,Medium,Week 3
46469,5,Collins Inc,2,23/05/2023,23:05:17,1500,3000,EM,Advisory,Legal Consultation,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,May,2023,23,Night,Spring,Medium,Week 4
46472,5,Dominguez Inc,3,20/11/2023,6:10:57,1200,3600,EM,Audit,Quarterly Review,United Kingdom,Europe,20,Saturday,Weekend,Saturday - 20,November,2023,6,Morning,Autumn,High,Week 3
46473,4,Kim Inc,2,6/8/2023,9:26:16,1500,3000,EM,Legal,Strategy Consulting,United Kingdom,Europe,06,Saturday,Weekend,Saturday - 06,August,2023,9,Morning,Summer,Medium,Week 1
46474,5,Freeman-Jimenez,6,30/10/2023,12:18:44,600,3600,EM,Management,Legal Consultation,United Kingdom,Europe,30,Tuesday,No,Tuesday - 30,October,2023,12,Midday/Noon,Autumn,High,Week 4
46477,1,Beasley-Woods,7,30/04/2023,10:07:43,1500,10500,EM,Audit,Annual Tax Filing,United Kingdom,Europe,30,Tuesday,No,Tuesday - 30,April,2023,10,Morning,Spring,High,Week 4
46480,8,Carey-Hayes,5,26/10/2023,11:22:08,600,3000,EM,Legal,Legal Consultation,United Kingdom,Europe,26,Friday,No,Friday - 26,October,2023,11,Morning,Autumn,Medium,Week 4
46482,4,"Pennington, Mills an",4,26/07/2023,7:59:20,300,1200,EM,Audit,Legal Consultation,United Kingdom,Europe,26,Friday,No,Friday - 26,July,2023,7,Morning,Summer,Low,Week 4
46483,9,Gonzalez Inc,1,25/05/2023,6:29:56,1200,1200,EM,Tax,Quarterly Review,United Kingdom,Europe,25,Thursday,No,Thursday - 25,May,2023,6,Morning,Spring,Low,Week 4
46485,8,Olson-Carpenter,5,11/7/2023,17:41:58,900,4500,EM,Advisory,Quarterly Review,United Kingdom,Europe,11,Thursday,No,Thursday - 11,July,2023,17,Afternoon,Summer,High,Week 2
46500,6,Robinson-Robinson,7,26/12/2023,22:28:31,900,6300,EM,Tax,Strategy Consulting,United Kingdom,Europe,26,Friday,No,Friday - 26,December,2023,22,Night,Winter,High,Week 4
46502,7,"Davidson, Newman and",5,19/05/2023,6:53:32,300,1500,EM,Management,Strategy Consulting,United Kingdom,Europe,19,Friday,No,Friday - 19,May,2023,6,Morning,Spring,Low,Week 3
46506,6,Bishop-West,3,9/3/2023,3:53:48,1200,3600,EM,Legal,Strategy Consulting,United Kingdom,Europe,09,Tuesday,No,Tuesday - 09,March,2023,3,Midnight and After,Spring,High,Week 2
46508,2,Christensen and Sons,8,30/01/2023,9:39:21,300,2400,EM,Advisory,Strategy Consulting,United Kingdom,Europe,30,Tuesday,No,Tuesday - 30,January,2023,9,Morning,Winter,Medium,Week 4
46509,5,Lamb-Davis,1,8/4/2023,10:57:48,1200,1200,EM,Tax,Annual Tax Filing,United Kingdom,Europe,08,Monday,No,Monday - 08,April,2023,10,Morning,Spring,Low,Week 2
46511,2,Morris PLC,5,11/9/2023,21:19:43,1200,6000,EM,Tax,Strategy Consulting,United Kingdom,Europe,11,Thursday,No,Thursday - 11,September,2023,21,Night,Autumn,High,Week 2
46514,5,"Cochran, Ross and Wa",4,4/1/2023,20:17:26,1200,4800,EM,Advisory,Market Analysis,United Kingdom,Europe,04,Thursday,No,Thursday - 04,January,2023,20,Evening,Winter,High,Week 1
46518,1,"Tucker, Silva and St",5,22/02/2023,16:16:38,300,1500,EM,Legal,Annual Tax Filing,United Kingdom,Europe,22,Monday,No,Monday - 22,February,2023,16,Afternoon,Winter,Low,Week 4
46519,8,Ward-Meadows,7,22/03/2023,11:38:22,600,4200,EM,Audit,Quarterly Review,United Kingdom,Europe,22,Monday,No,Monday - 22,March,2023,11,Morning,Spring,High,Week 4
46521,8,"Wilson, Zhang and Pa",5,8/11/2023,22:01:24,1500,7500,EM,Legal,Market Analysis,United Kingdom,Europe,08,Monday,No,Monday - 08,November,2023,22,Night,Autumn,High,Week 2
46522,3,"Rodriguez, Williams ",4,16/03/2023,14:07:51,1200,4800,EM,Advisory,Quarterly Review,United Kingdom,Europe,16,Tuesday,No,Tuesday - 16,March,2023,14,Afternoon,Spring,High,Week 3
46525,2,Arias-Moore,7,27/10/2023,3:56:30,1200,8400,EM,Audit,Legal Consultation,United Kingdom,Europe,27,Saturday,Weekend,Saturday - 27,October,2023,3,Midnight and After,Autumn,High,Week 4
46527,9,Jones-Smith,4,24/10/2023,10:07:13,900,3600,EM,Advisory,Annual Tax Filing,United Kingdom,Europe,24,Wednesday,No,Wednesday - 24,October,2023,10,Morning,Autumn,High,Week 4
46528,8,Powers-Hernandez,7,27/09/2023,20:48:23,900,6300,EM,Audit,Quarterly Review,United Kingdom,Europe,27,Saturday,Weekend,Saturday - 27,September,2023,20,Evening,Autumn,High,Week 4
46532,7,"Lewis, Wiley and Wei",3,16/11/2023,11:42:40,300,900,EM,Tax,Quarterly Review,United Kingdom,Europe,16,Tuesday,No,Tuesday - 16,November,2023,11,Morning,Autumn,Low,Week 3
46533,8,"Benson, Walker and J",8,25/12/2023,21:13:06,600,4800,EM,Tax,Annual Tax Filing,United Kingdom,Europe,25,Thursday,No,Thursday - 25,December,2023,21,Night,Winter,High,Week 4
46535,3,Robertson PLC,1,4/12/2023,5:35:46,600,600,EM,Legal,Strategy Consulting,United Kingdom,Europe,04,Thursday,No,Thursday - 04,December,2023,5,Midnight and After,Winter,Low,Week 1
46538,8,"Wyatt, Williams and ",5,29/03/2023,23:43:21,900,4500,EM,Legal,Strategy Consulting,United Kingdom,Europe,29,Monday,No,Monday - 29,March,2023,23,Night,Spring,High,Week 4
46540,1,Sanchez-Nelson,6,7/7/2023,15:59:31,300,1800,EM,Management,Quarterly Review,United Kingdom,Europe,07,Sunday,Weekend,Sunday - 07,July,2023,15,Afternoon,Summer,Medium,Week 1
46541,2,Jones-Barr,5,12/7/2023,6:27:02,600,3000,EM,Legal,Legal Consultation,United Kingdom,Europe,12,Friday,No,Friday - 12,July,2023,6,Morning,Summer,Medium,Week 2
46542,3,Barnes Inc,1,11/10/2023,6:04:43,1200,1200,EM,Advisory,Legal Consultation,United Kingdom,Europe,11,Thursday,No,Thursday - 11,October,2023,6,Morning,Autumn,Low,Week 2
46544,7,Hughes-Rodriguez,4,31/03/2023,1:45:29,900,3600,EM,Tax,Strategy Consulting,United Kingdom,Europe,31,Wednesday,No,Wednesday - 31,March,2023,1,Midnight and After,Spring,High,Week 4
46545,9,Jackson Group,7,5/10/2023,20:54:55,600,4200,EM,Advisory,Strategy Consulting,United Kingdom,Europe,05,Friday,No,Friday - 05,October,2023,20,Evening,Autumn,High,Week 1
46551,3,Martin LLC,4,6/4/2023,10:09:19,300,1200,EM,Audit,Strategy Consulting,United Kingdom,Europe,06,Saturday,Weekend,Saturday - 06,April,2023,10,Morning,Spring,Low,Week 1
46556,3,Reyes-Peters,3,12/10/2023,8:14:46,900,2700,EM,Audit,Market Analysis,United Kingdom,Europe,12,Friday,No,Friday - 12,October,2023,8,Morning,Autumn,Medium,Week 2
46558,7,Randolph-George,4,7/7/2023,18:04:07,300,1200,EM,Tax,Market Analysis,United Kingdom,Europe,07,Sunday,Weekend,Sunday - 07,July,2023,18,Evening,Summer,Low,Week 1
46561,1,Boyd-Johnson,4,23/06/2023,8:00:26,600,2400,EM,Advisory,Quarterly Review,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,June,2023,8,Morning,Summer,Medium,Week 4
46568,8,"Nichols, Meyer and Z",4,8/2/2023,14:01:13,900,3600,EM,Audit,Strategy Consulting,United Kingdom,Europe,08,Monday,No,Monday - 08,February,2023,14,Afternoon,Winter,High,Week 2
46572,2,Jones-Barr,2,30/10/2023,16:23:14,1500,3000,EM,Management,Legal Consultation,United Kingdom,Europe,30,Tuesday,No,Tuesday - 30,October,2023,16,Afternoon,Autumn,Medium,Week 4
46573,4,Glenn Group,1,12/3/2023,18:25:59,1500,1500,EM,Management,Annual Tax Filing,United Kingdom,Europe,12,Friday,No,Friday - 12,March,2023,18,Evening,Spring,Low,Week 2
46576,4,"Miller, Hicks and Ma",1,4/4/2023,13:21:20,300,300,EM,Audit,Market Analysis,United Kingdom,Europe,04,Thursday,No,Thursday - 04,April,2023,13,Midday/Noon,Spring,Low,Week 1
46578,7,Ferguson-Hall,7,12/11/2023,16:02:46,900,6300,EM,Management,Strategy Consulting,United Kingdom,Europe,12,Friday,No,Friday - 12,November,2023,16,Afternoon,Autumn,High,Week 2
46579,9,Green Group,3,3/10/2023,6:56:31,1200,3600,EM,Tax,Quarterly Review,United Kingdom,Europe,03,Wednesday,No,Wednesday - 03,October,2023,6,Morning,Autumn,High,Week 1
46585,2,Massey and Sons,4,20/07/2023,6:49:46,300,1200,EM,Tax,Market Analysis,United Kingdom,Europe,20,Saturday,Weekend,Saturday - 20,July,2023,6,Morning,Summer,Low,Week 3
46588,9,"Myers, Kramer and Ho",3,18/02/2023,20:54:25,300,900,EM,Advisory,Quarterly Review,United Kingdom,Europe,18,Thursday,No,Thursday - 18,February,2023,20,Evening,Winter,Low,Week 3
46589,2,Hamilton-Nelson,4,10/6/2023,4:37:01,900,3600,EM,Management,Legal Consultation,United Kingdom,Europe,10,Wednesday,No,Wednesday - 10,June,2023,4,Midnight and After,Summer,High,Week 2
46594,4,"Hurley, Mercer and C",3,30/06/2023,8:28:24,900,2700,EM,Legal,Strategy Consulting,United Kingdom,Europe,30,Tuesday,No,Tuesday - 30,June,2023,8,Morning,Summer,Medium,Week 4
46596,6,"Graham, Foster and M",4,17/01/2023,14:06:55,300,1200,EM,Management,Market Analysis,United Kingdom,Europe,17,Wednesday,No,Wednesday - 17,January,2023,14,Afternoon,Winter,Low,Week 3
46603,6,Miller-Rodriguez,7,23/04/2023,20:47:00,1200,8400,EM,Audit,Quarterly Review,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,April,2023,20,Evening,Spring,High,Week 4
46606,5,"Edwards, Bond and Wh",7,25/05/2023,21:37:34,1200,8400,EM,Advisory,Strategy Consulting,United Kingdom,Europe,25,Thursday,No,Thursday - 25,May,2023,21,Night,Spring,High,Week 4
46612,5,"Rogers, Crawford and",1,23/01/2023,13:21:59,1200,1200,EM,Management,Legal Consultation,United Kingdom,Europe,23,Tuesday,No,Tuesday - 23,January,2023,13,Midday/Noon,Winter,Low,Week 4
46616,9,French-Nielsen,6,26/03/2023,9:00:11,1500,9000,EM,Tax,Strategy Consulting,United Kingdom,Europe,26,Friday,No,Friday - 26,March,2023,9,Morning,Spring,High,Week 4
46627,5,Thomas LLC,8,5/5/2023,1:33:14,900,7200,EM,Advisory,Legal Consultation,United Kingdom,Europe,05,Friday,No,Friday - 05,May,2023,1,Midnight and After,Spring,High,Week 1
46629,6,"Horn, Nichols and Li",7,10/9/2023,0:35:29,900,6300,EM,Legal,Annual Tax Filing,United Kingdom,Europe,10,Wednesday,No,Wednesday - 10,September,2023,0,Midnight and After,Autumn,High,Week 2
46630,4,Jones-Morton,2,8/8/2023,11:58:03,600,1200,EM,Tax,Legal Consultation,United Kingdom,Europe,08,Monday,No,Monday - 08,August,2023,11,Morning,Summer,Low,Week 2
46633,9,"Espinoza, Parker and",8,31/05/2023,2:55:02,1500,12000,EM,Audit,Market Analysis,United Kingdom,Europe,31,Wednesday,No,Wednesday - 31,May,2023,2,Midnight and After,Spring,High,Week 4
46635,7,Ward-Morse,7,13/11/2023,20:05:30,600,4200,EM,Legal,Strategy Consulting,United Kingdom,Europe,13,Saturday,Weekend,Saturday - 13,November,2023,20,Evening,Autumn,High,Week 2
46637,5,"Armstrong, Munoz and",3,1/12/2023,20:55:19,1200,3600,EM,Legal,Market Analysis,United Kingdom,Europe,01,Monday,No,Monday - 01,December,2023,20,Evening,Winter,High,Week 1
46640,4,Jones LLC,7,6/6/2023,11:43:21,300,2100,EM,Legal,Strategy Consulting,United Kingdom,Europe,06,Saturday,Weekend,Saturday - 06,June,2023,11,Morning,Summer,Medium,Week 1
46642,9,Brown and Sons,5,2/1/2023,7:27:34,1500,7500,EM,Tax,Annual Tax Filing,United Kingdom,Europe,02,Tuesday,No,Tuesday - 02,January,2023,7,Morning,Winter,High,Week 1
46645,3,"Gutierrez, Morris an",2,28/09/2023,17:50:41,1200,2400,EM,Advisory,Legal Consultation,United Kingdom,Europe,28,Sunday,Weekend,Sunday - 28,September,2023,17,Afternoon,Autumn,Medium,Week 4
46648,3,Johnson-King,7,25/11/2023,5:16:24,1500,10500,EM,Audit,Strategy Consulting,United Kingdom,Europe,25,Thursday,No,Thursday - 25,November,2023,5,Midnight and After,Autumn,High,Week 4
46652,6,"Jackson, Cox and Ber",7,21/08/2023,14:50:55,300,2100,EM,Legal,Quarterly Review,United Kingdom,Europe,21,Sunday,Weekend,Sunday - 21,August,2023,14,Afternoon,Summer,Medium,Week 3
46653,7,Ramos and Sons,3,5/7/2023,21:50:42,1500,4500,EM,Legal,Legal Consultation,United Kingdom,Europe,05,Friday,No,Friday - 05,July,2023,21,Night,Summer,High,Week 1
46655,4,"Shaffer, Vargas and ",8,11/7/2023,10:18:55,1200,9600,EM,Tax,Annual Tax Filing,United Kingdom,Europe,11,Thursday,No,Thursday - 11,July,2023,10,Morning,Summer,High,Week 2
46656,6,Taylor-Walsh,5,24/01/2023,13:35:39,1500,7500,EM,Management,Legal Consultation,United Kingdom,Europe,24,Wednesday,No,Wednesday - 24,January,2023,13,Midday/Noon,Winter,High,Week 4
46657,3,Wright Ltd,3,27/12/2023,1:37:42,1200,3600,EM,Legal,Quarterly Review,United Kingdom,Europe,27,Saturday,Weekend,Saturday - 27,December,2023,1,Midnight and After,Winter,High,Week 4
46658,8,Jackson LLC,8,18/01/2023,11:42:21,1500,12000,EM,Legal,Quarterly Review,United Kingdom,Europe,18,Thursday,No,Thursday - 18,January,2023,11,Morning,Winter,High,Week 3
46660,4,"Stanley, Rodriguez a",1,1/1/2023,8:45:24,1200,1200,EM,Audit,Legal Consultation,United Kingdom,Europe,01,Monday,No,Monday - 01,January,2023,8,Morning,Winter,Low,Week 1
46663,9,Castillo-Marshall,5,5/5/2023,16:06:14,300,1500,EM,Advisory,Strategy Consulting,United Kingdom,Europe,05,Friday,No,Friday - 05,May,2023,16,Afternoon,Spring,Low,Week 1
46665,7,Savage-Fuentes,2,30/11/2023,22:35:35,1200,2400,EM,Audit,Annual Tax Filing,United Kingdom,Europe,30,Tuesday,No,Tuesday - 30,November,2023,22,Night,Autumn,Medium,Week 4
46670,3,Allen LLC,4,13/02/2023,21:05:54,1500,6000,EM,Management,Market Analysis,United Kingdom,Europe,13,Saturday,Weekend,Saturday - 13,February,2023,21,Night,Winter,High,Week 2
46678,6,Evans-Robinson,2,5/6/2023,21:26:29,600,1200,EM,Advisory,Legal Consultation,United Kingdom,Europe,05,Friday,No,Friday - 05,June,2023,21,Night,Summer,Low,Week 1
46681,3,Watkins-Hughes,6,10/7/2023,8:11:26,600,3600,EM,Tax,Legal Consultation,United Kingdom,Europe,10,Wednesday,No,Wednesday - 10,July,2023,8,Morning,Summer,High,Week 2
46682,1,Fisher-Hopkins,7,16/06/2023,6:12:14,300,2100,EM,Legal,Strategy Consulting,United Kingdom,Europe,16,Tuesday,No,Tuesday - 16,June,2023,6,Morning,Summer,Medium,Week 3
46684,5,"Brooks, Sanders and ",6,22/10/2023,19:37:00,600,3600,EM,Advisory,Legal Consultation,United Kingdom,Europe,22,Monday,No,Monday - 22,October,2023,19,Evening,Autumn,High,Week 4
46686,1,Bell Group,5,26/06/2023,15:08:42,1200,6000,EM,Advisory,Market Analysis,United Kingdom,Europe,26,Friday,No,Friday - 26,June,2023,15,Afternoon,Summer,High,Week 4
46689,7,Young Ltd,4,4/6/2023,3:03:28,300,1200,EM,Advisory,Market Analysis,United Kingdom,Europe,04,Thursday,No,Thursday - 04,June,2023,3,Midnight and After,Summer,Low,Week 1
46690,8,Bradley LLC,6,24/08/2023,17:26:01,600,3600,EM,Tax,Annual Tax Filing,United Kingdom,Europe,24,Wednesday,No,Wednesday - 24,August,2023,17,Afternoon,Summer,High,Week 4
46692,6,Woodard Ltd,2,8/3/2023,13:31:47,1200,2400,EM,Management,Strategy Consulting,United Kingdom,Europe,08,Monday,No,Monday - 08,March,2023,13,Midday/Noon,Spring,Medium,Week 2
46693,3,Ferguson-Rivera,7,27/08/2023,17:52:39,900,6300,EM,Advisory,Annual Tax Filing,United Kingdom,Europe,27,Saturday,Weekend,Saturday - 27,August,2023,17,Afternoon,Summer,High,Week 4
